sample_id,id,sp_id,fluor,sex,id_anon,coh,mat,dpm,date,magn,NADH_tm,NADH_t1,NADH_t2,NADH_a1 ,px_ROI,ph_ROI,ph_px_bin1,lim_phot_number,shift,qual,excl
um-0-1,um-0-1_NADH,um-0-1,NADH,M,a69,mum,um,0,18-05-15,low,813.33,551.78,2075.81,82.06,59430,14518239,2199,no,2.5,4,n
um-0-2,um-0-2_NADH,um-0-2,NADH,M,a73,mum,um,0,18-05-15,low,770.47,499.44,1916.58,80.11,33837,9969111,2652,no,0.2,3,n
um-0-3,um-0-3_NADH,um-0-3,NADH,M,a124,mum,um,0,18-05-15,low,767.69,521.76,2066.16,81.75,50301,8109474,1451,no,2.6,4,n
um-0-4,um-0-4_NADH,um-0-4,NADH,M,a109,mum,um,0,18-05-15,low,761.69,497.41,1928.97,80.92,72014,32451338,4056,no,1.1,5,n
um-0-5,um-0-5_NADH,um-0-5,NADH,M,a30,mum,um,0,18-05-15,low,792.94,523.23,2056.91,81.59,11658,3026637,2337,no,2.5,3,n
um-0-6,um-0-6_NADH,um-0-6,NADH,M,a34,mum,um,0,18-05-15,low,740,479.44,1893.16,80.53,48381,14372993,2674,no,0.1,4,n
um-0-7,um-0-7_NADH,um-0-7,NADH,M,NA,mum,um,0,18-05-15,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,y
um-0-8,um-0-8_NADH,um-0-8,NADH,M,a144,mum,um,0,18-05-15,low,777.45,485.61,1998.89,80.57,55800,8351385,1347,no,2.5,4,n
um-0-9,um-0-9_NADH,um-0-9,NADH,M,a9,mum,um,0,18-05-15,low,773.3,520.35,2006.63,82.16,45724,14657398,2885,no,2.5,4,n
mf-0-1,mf-0-1_NADH,mm-0-1,NADH,F,a91,fma,ma,0,18-05-15,low,878.47,556.06,2055.59,77.81,21092,2093408,893,no,2.4,3,n
mm-0-1,mm-0-1_NADH,mm-0-1,NADH,M,a81,mma,ma,0,18-05-15,low,769.12,494.84,1898.22,79.32,42412,6732463,1429,no,2.4,4,n
mf-0-2,mf-0-2_NADH,mm-0-2,NADH,F,a49,fma,ma,0,18-05-15,low,1302.97,1302.97,0,100.00,1486,3774,23,yes,-1.2,2,n
mm-0-2,mm-0-2_NADH,mm-0-2,NADH,M,a79,mma,ma,0,18-05-15,low,934.96,469.82,2761.93,77.53,20528,569901,250,yes,1.9,2,n
mf-0-3,mf-0-3_NADH,mm-0-3,NADH,F,a61,fma,ma,0,18-05-15,low,815.06,514.04,1991.61,79.09,42204,17889065,3815,no,2.3,5,n
mm-0-3,mm-0-3_NADH,mm-0-3,NADH,M,a82,mma,ma,0,18-05-15,low,802.22,540.84,2018.9,81.70,46176,14114381,2751,no,3.5,4,n
mf-0-4,mf-0-4_NADH,mm-0-4,NADH,F,a121,fma,ma,0,18-05-15,low,858.43,570.09,2066.76,80.13,4231,456044,970,no,-1.0,3,n
mm-0-4,mm-0-4_NADH,mm-0-4,NADH,M,a17 ,mma,ma,0,18-05-15,low,777.59,507.85,1957.96,80.73,47079,22020468,4210,no,2.3,5,n
mf-0-5,mf-0-5_NADH,mm-0-5,NADH,F,a99,fma,ma,0,18-05-15,low,775.76,470.17,1904.3,77.92,20189,4639263,2068,no,2.3,4,n
mm-0-5,mm-0-5_NADH,mm-0-5,NADH,M,a89,mma,ma,0,18-05-15,low,737.79,462.71,1852.11,79.55,49852,19861929,3586,no,1.3,4,n
mf-0-6,mf-0-6_NADH,mm-0-6,NADH,F,a28,fma,ma,0,18-05-15,low,849.51,455.84,2078.97,75.33,32809,55222,15,yes,-1.0,3,n
mm-0-6,mm-0-6_NADH,mm-0-6,NADH,M,a146,mma,ma,0,18-05-15,low,787.56,492.53,1945.53,79.09,16150,3807236,2122,no,2.3,4,n
mf-0-7,mf-0-7_NADH,mm-0-7,NADH,F,a93,fma,ma,0,18-05-15,low,783.74,490.34,1918.01,78.71,37222,8929840,2159,no,0.3,4,n
mm-0-7,mm-0-7_NADH,mm-0-7,NADH,M,a47,mma,ma,0,18-05-15,low,762.73,501.33,1942.27,80.92,63231,18901506,2690,no,2.7,5,n
mf-0-8,mf-0-8_NADH,mm-0-8,NADH,F,a26,fma,ma,0,18-05-15,low,778.82,488.91,1925.79,79.27,14007,5359574,3444,no,1.3,4,n
mm-0-8,mm-0-8_NADH,mm-0-8,NADH,M,a55,mma,ma,0,18-05-15,low,781.72,523.81,1984.05,81.72,42537,18833664,3985,no,2.6,5,n
mf-0-9,mf-0-9_NADH,mm-0-9,NADH,F,a46,fma,ma,0,18-05-15,low,1181.79,810.45,2641.84,77.29,28496,43635,14,yes,1.1,3,n
mm-0-9,mm-0-9_NADH,mm-0-9,NADH,M,NA,mma,ma,0,18-05-15,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,y
mf-0-10,mf-0-10_NADH,mm-0-10,NADH,F,a103,fma,ma,0,18-05-15,low,849.76,583.53,2052.98,81.34,13567,3153017,2092,no,1.0,4,n
mm-0-10,mm-0-10_NADH,mm-0-10,NADH,M,a114,mma,ma,0,18-05-15,low,721.9,469.95,1885.41,80.50,62333,7478653,1080,no,1.3,4,n
mf-0_6-1,mf-0_6-1_NADH,mm-0_6-1,NADH,F,a75,fma,ma,0.25,18-05-15,low,831.63,480.77,2110.58,78.41,18054,3957227,1973,no,1.7,4,n
mm-0_6-1,mm-0_6-1_NADH,mm-0_6-1,NADH,M,a138,mma,ma,0.25,18-05-15,low,763.7,478.51,1887.26,79.32,51292,33948706,5957,no,1.5,4,n
mf-0_6-2,mf-0_6-2_NADH,mm-0_6-2,NADH,F,a137,fma,ma,0.25,18-05-15,low,771.56,481.34,1890.1,78.90,24059,1001118,374,yes,1.6,4,n
mm-0_6-2,mm-0_6-2_NADH,mm-0_6-2,NADH,M,a116,mma,ma,0.25,18-05-15,low,792.57,536.35,2067.19,82.10,68073,12085215,1598,no,3.3,4,n
mf-0_6-3,mf-0_6-3_NADH,mm-0_6-3,NADH,F,a22,fma,ma,0.25,18-05-15,low,775.35,482.03,1957.63,79.22,22299,4060201,1639,no,2.2,4,n
mm-0_6-3,mm-0_6-3_NADH,mm-0_6-3,NADH,M,a133,mma,ma,0.25,18-05-15,low,769.5,504.37,1920.05,80.59,41999,13313670,2853,no,0.3,4,n
mf-0_6-4,mf-0_6-4_NADH,mm-0_6-4,NADH,F,a19,fma,ma,0.25,18-05-15,low,807.99,519.33,2009.61,79.90,43006,13162930,2755,no,2.5,5,n
mm-0_6-4,mm-0_6-4_NADH,mm-0_6-4,NADH,M,a24,mma,ma,0.25,18-05-15,low,762.27,488.42,1932.86,79.84,59616,15592997,2354,no,0.3,4,n
mf-0_6-5,mf-0_6-5_NADH,mm-0_6-5,NADH,F,a141,fma,ma,0.25,18-05-15,low,844.04,581.33,2089.61,81.96,20440,2001622,881,no,2.3,3,n
mm-0_6-5,mm-0_6-5_NADH,mm-0_6-5,NADH,M,a52,mma,ma,0.25,18-05-15,low,757.22,496.11,1923.98,80.86,30681,8456958,2481,no,2.3,4,n
mf-0_6-6,mf-0_6-6_NADH,mm-0_6-6,NADH,F,a126,fma,ma,0.25,18-05-15,low,840.17,560.08,2024.53,80.13,10754,1404508,1175,no,-1.0,4,n
mm-0_6-6,mm-0_6-6_NADH,mm-0_6-6,NADH,M,a118,mma,ma,0.25,18-05-15,low,796.91,523.47,2213.47,80.70,21047,1010381,432,no,2.3,3,n
mf-0_6-7,mf-0_6-7_NADH,mm-0_6-7,NADH,F,a102,fma,ma,0.25,18-05-15,low,811.87,497.32,2031.98,78.86,37361,13895296,3347,no,2.4,5,n
mm-0_6-7,mm-0_6-7_NADH,mm-0_6-7,NADH,M,a14,mma,ma,0.25,18-05-15,low,781.21,531.29,2061.12,82.53,33090,5961200,1621,no,2.6,4,n
um-1-1,um-1-1_NADH,um-1-1,NADH,M,a136,mum,um,1,18-05-16,low,783.37,507.86,1974.71,80.28,29759,8437655,2552,no,0.1,4,n
um-1-2,um-1-2_NADH,um-1-2,NADH,M,a84,mum,um,1,18-05-16,low,765.82,513.13,1932.78,81.08,40524,7993354,1775,no,0.1,3,n
um-1-3,um-1-3_NADH,um-1-3,NADH,M,a139,mum,um,1,18-05-16,low,788.91,536,1990.34,81.90,41336,14939235,3253,no,3.5,4,n
um-1-4,um-1-4_NADH,um-1-4,NADH,M,NA,mum,um,1,18-05-16,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,y
um-1-5,um-1-5_NADH,um-1-5,NADH,M,a7,mum,um,1,18-05-16,low,785.19,503.14,2047.72,80.57,24916,2492810,900,no,1.9,3,n
um-1-6,um-1-6_NADH,um-1-6,NADH,M,NA,mum,um,1,18-05-16,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y
um-1-7,um-1-7_NADH,um-1-7,NADH,M,a43,mum,um,1,18-05-16,low,NA,NA,NA,NA,5682,92597,147,yes,NA,1,y
um-1-8,um-1-8_NADH,um-1-8,NADH,M,a35,mum,um,1,18-05-16,low,788.57,484.92,2124.21,79.75,19377,1693738,787,no,2.0,3,n
um-1-9,um-1-9_NADH,um-1-9,NADH,M,a44,mum,um,1,18-05-16,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,1,y
um-1-10,um-1-10_NADH,um-1-10,NADH,M,a152,mum,um,1,18-05-16,low,794.67,522.11,1952.7,80.26,35254,8576479,2189,no,1.0,4,n
mf-1-1,mf-1-1_NADH,mm-1-1,NADH,F,a108,fma,ma,1,18-05-16,low,898.84,490.82,1985.46,72.54,9431,249158,238,yes,1.6,3,n
mm-1-1,mm-1-1_NADH,mm-1-1,NADH,M,a5,mma,ma,1,18-05-16,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,2,y
mf-1-2,mf-1-2_NADH,mm-1-2,NADH,F,a71,fma,ma,1,18-05-16,low,825.37,548.76,2079.89,80.83,23131,1863076,725,no,2.4,4,n
mm-1-2,mm-1-2_NADH,mm-1-2,NADH,M,a115,mma,ma,1,18-05-16,low,786.1,529.25,2046.55,81.62,41737,8369366,1805,no,2.0,4,n
mf-1-3,mf-1-3_NADH,mm-1-3,NADH,F,a32,fma,ma,1,18-05-16,low,885.37,588.92,2351.4,80.16,8853,98113,100,yes,2.3,3,n
mm-1-3,mm-1-3_NADH,mm-1-3,NADH,M,a4,mma,ma,1,18-05-16,low,807.33,564.97,2174.4,82.72,27899,2308129,745,no,2.5,3,n
mf-1-4,mf-1-4_NADH,mm-1-4,NADH,F,a12,fma,ma,1,18-05-16,low,800.7,518.88,1962.03,79.68,42670,9936862,2096,no,2.1,4,n
mm-1-4,mm-1-4_NADH,mm-1-4,NADH,M,a25,mma,ma,1,18-05-16,low,NA,NA,NA,NA,6406,83825,118,yes,NA,1,y
mf-1-5,mf-1-5_NADH,mm-1-5,NADH,F,a53,fma,ma,1,18-05-16,low,836,524.46,2124.27,80.53,12702,4505874,3193,no,2.4,4,n
mm-1-5,mm-1-5_NADH,mm-1-5,NADH,M,a153,mma,ma,1,18-05-16,low,779.58,518.18,1996.09,81.19,31360,6773158,1944,no,1.2,3,n
mf-1-6,mf-1-6_NADH,mm-1-6,NADH,F,a38,fma,ma,1,18-05-16,low,758.15,458.97,1966.06,78.35,13865,868868,564,no,0.4,3,n
mm-1-6,mm-1-6_NADH,mm-1-6,NADH,M,a150,mma,ma,1,18-05-16,low,NA,NA,NA,NA,19607,1500430,689,no,NA,1,y
mf-1-7,mf-1-7_NADH,mm-1-7,NADH,F,a18,fma,ma,1,18-05-16,low,770.34,479.33,1859.92,78.41,23191,10090181,3916,no,2.2,5,n
mm-1-7,mm-1-7_NADH,mm-1-7,NADH,M,a72,mma,ma,1,18-05-16,low,724.65,478.42,2024.98,81.58,45690,476319,94,yes,3.0,3,n
mf-1-8,mf-1-8_NADH,mm-1-8,NADH,F,a147,fma,ma,1,18-05-16,low,783.45,458.61,2448.65,78.92,16719,183779,99,yes,0.1,2,y
mm-1-8,mm-1-8_NADH,mm-1-8,NADH,M,a78,mma,ma,1,18-05-16,low,754.84,492.9,1931,80.75,31458,8264659,2364,no,1.2,3,n
mf-1-9,mf-1-9_NADH,mm-1-9,NADH,F,a123,fma,ma,1,18-05-16,low,804.62,533.97,1996.22,80.88,12519,3586303,2578,no,2.4,4,n
mm-1-9,mm-1-9_NADH,mm-1-9,NADH,M,a16,mma,ma,1,18-05-16,low,NA,NA,NA,NA,19607,497486,228,yes,NA,1,y
um-2-1,um-2-1_NADH,um-2-1,NADH,M,a112,mum,um,2,18-05-17,low,804.1,509.89,1940.9,78.90,104265,61255894,5288,no,2.2,5,n
um-2-2,um-2-2_NADH,um-2-2,NADH,M,a92,mum,um,2,18-05-17,low,NA,NA,NA,NA,36611,164916,41,yes,NA,NA,y
um-2-3,um-2-3_NADH,um-2-3,NADH,M,a58,mum,um,2,18-05-17,low,835.81,553.04,2041.84,80.33,70024,21540691,2769,no,3.5,4,n
um-2-4,um-2-4_NADH,um-2-4,NADH,M,a130,mum,um,2,18-05-17,low,766.56,502.98,2068.55,80.65,17533,477034,245,yes,2.6,3,n
um-2-5,um-2-5_NADH,um-2-5,NADH,M,a131,mum,um,2,18-05-17,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,y
um-2-6,um-2-6_NADH,um-2-6,NADH,M,a39,mum,um,2,18-05-17,low,775.2,517.59,2009.42,81.46,64248,8611817,1206,no,0.4,3,n
um-2-7,um-2-7_NADH,um-2-7,NADH,M,a148,mum,um,2,18-05-17,low,771,513.45,1925.16,80.93,69287,23487610,3051,no,1.0,4,n
um-2-8,um-2-8_NADH,um-2-8,NADH,M,a90,mum,um,2,18-05-17,low,742.51,461.98,1854.98,79.22,102088,44010954,3880,no,1.1,5,n
mf-2-1,mf-2-1_NADH,mm-2-1,NADH,F,a95,fma,ma,2,18-05-17,low,730.92,389.23,1788.45,75.16,10269,2612314,2289,no,3.2,3,n
mm-2-1,mm-2-1_NADH,mm-2-1,NADH,M,a117,mma,ma,2,18-05-17,low,780.05,501.76,2043.67,80.23,31059,4311587,1249,no,0.1,3,n
mf-2-2,mf-2-2_NADH,mm-2-2,NADH,F,a66,fma,ma,2,18-05-17,low,791.48,484.26,1899.98,77.53,6479,1011600,1405,no,1.6,3,n
mm-2-2,mm-2-2_NADH,mm-2-2,NADH,M,a143,mma,ma,2,18-05-17,low,790.09,525.7,2002.01,81.34,21742,6585492,2726,no,3.4,3,n
mf-2-3,mf-2-3_NADH,mm-2-3,NADH,F,a15,fma,ma,2,18-05-17,low,777.36,475.21,1875.78,77.80,9349,2849469,2743,no,0.5,3,n
mm-2-3,mm-2-3_NADH,mm-2-3,NADH,M,a64,mma,ma,2,18-05-17,low,795.77,558.56,2174.43,82.71,28427,1401952,444,no,2.5,3,n
mf-2-4,mf-2-4_NADH,mm-2-4,NADH,F,a41,fma,ma,2,18-05-17,low,797.31,513.63,1939.41,79.43,12896,1687496,1178,no,3.5,4,n
mm-2-4,mm-2-4_NADH,mm-2-4,NADH,M,a67,mma,ma,2,18-05-17,low,796.31,536.96,2010.75,81.29,52002,16086504,2784,no,2.3,4,n
mf-2-5,mf-2-5_NADH,mm-2-5,NADH,F,a88,fma,ma,2,18-05-17,low,895.54,605.85,2181.19,79.46,8545,34990,37,yes,2.0,3,n
mm-2-5,mm-2-5_NADH,mm-2-5,NADH,M,a33,mma,ma,2,18-05-17,low,2770.83,2312.97,3538.61,60.14,42953,15424789,3232,no,-0.2,3,y
mf-2-6,mf-2-6_NADH,mm-2-6,NADH,F,a134,fma,ma,2,18-05-17,low,869.45,513.17,2121.3,77.74,13434,1959434,1313,no,2.5,4,n
mm-2-6,mm-2-6_NADH,mm-2-6,NADH,M,a145,mma,ma,2,18-05-17,low,773.23,478.28,1943.36,79.38,60713,37700662,5589,no,1.9,4,n
mf-2-7,mf-2-7_NADH,mm-2-7,NADH,F,a74,fma,ma,2,18-05-17,low,789.18,473.29,1892.66,77.21,31846,11939532,3374,no,1.2,5,n
mf-2-8,mf-2-8_NADH,mm-2-8,NADH,F,a40,fma,ma,2,18-05-17,low,719.33,417.62,1794.61,77.50,17998,4503320,2252,no,-0.5,4,n
mm-2-8,mm-2-8_NADH,mm-2-8,NADH,M,a97,mma,ma,2,18-05-17,low,796.68,535.53,2018.18,81.78,35029,16873565,4335,no,2.5,4,n
um-3-1,um-3-1_NADH,um-3-1,NADH,M,a48,mum,um,3,18-05-18,low,785.41,503,1919.88,79.21,17229,5402919,2822,no,0.5,4,n
um-3-2,um-3-2_NADH,um-3-2,NADH,M,a100,mum,um,3,18-05-18,low,813.13,520.95,1971.25,79.16,80806,33579451,3740,no,2.0,4,n
um-3-3,um-3-3_NADH,um-3-3,NADH,M,a21,mum,um,3,18-05-18,low,777.39,487.57,1911.75,79.03,59468,27930452,4227,no,1.4,5,n
um-3-4,um-3-4_NADH,um-3-4,NADH,M,NA,mum,um,3,18-05-18,low,NA,NA,NA,NA,NA,NA,NA,yes,NA,1,y
um-3-5,um-3-5_NADH,um-3-5,NADH,M,a70,mum,um,3,18-05-18,low,838.49,520.34,2086.81,79.11,20907,8293909,3570,no,3.2,3,n
um-3-6,um-3-6_NADH,um-3-6,NADH,M,a85,mum,um,3,18-05-18,low,801.68,518.59,1932.54,79.35,50478,18852867,3361,no,0.5,4,n
um-3-7,um-3-7_NADH,um-3-7,NADH,M,a63,mum,um,3,18-05-18,low,801.51,501.7,2009.22,79.75,61391,45407912,6657,no,2.4,4,n
um-3-8,um-3-8_NADH,um-3-8,NADH,M,a51,mum,um,3,18-05-18,low,786.77,489.12,1911.08,78.71,57313,38468167,6041,no,2.8,4,n
mf-3-1,mf-3-1_NADH,mm-3-1,NADH,F,a45,fma,ma,3,18-05-18,low,805.47,489.4,1974.14,78.55,14781,20681433,12593,no,1.9,4,n
mm-3-1,mm-3-1_NADH,mm-3-1,NADH,M,a140,mma,ma,3,18-05-18,low,851.06,521.21,2160.01,79.81,58059,23806584,3690,no,2.1,4,n
mf-3-2,mf-3-2_NADH,mm-3-2,NADH,F,a119,fma,ma,3,18-05-18,low,875.42,573.98,2094.86,79.60,20416,6740978,2972,no,2.6,4,n
mm-3-2,mm-3-2_NADH,mm-3-2,NADH,M,a142,mma,ma,3,18-05-18,low,880.14,581.24,2033.73,78.93,52275,28571099,4919,no,0.4,4,n
mf-3-3,mf-3-3_NADH,mm-3-3,NADH,F,a36,fma,ma,3,18-05-18,low,835.75,517.17,2062.01,78.21,44461,4337602,878,no,0.6,4,n
mm-3-3,mm-3-3_NADH,mm-3-3,NADH,M,a6,mma,ma,3,18-05-18,low,754.6,471.98,1875.18,79.10,82545,29320294,3197,no,1.4,5,n
mf-3-4,mf-3-4_NADH,mm-3-4,NADH,F,a65,fma,ma,3,18-05-18,low,812.93,490.49,1964.08,77.51,48427,15299514,2843,no,1.2,4,n
mm-3-4,mm-3-4_NADH,mm-3-4,NADH,M,a104,mma,ma,3,18-05-18,low,785.7,516.21,1940.7,80.40,44840,14538954,2918,no,1.1,4,n
mf-3-5,mf-3-5_NADH,mm-3-5,NADH,F,a76,fma,ma,3,18-05-18,low,858.6,542.5,2049.45,78.50,56114,24327684,3902,no,2.6,4,n
mm-3-5,mm-3-5_NADH,mm-3-5,NADH,M,a37,mma,ma,3,18-05-18,low,811.59,534.81,2017.3,80.64,81153,31216174,3462,no,2.6,5,n
mf-3-6,mf-3-6_NADH,mm-3-6,NADH,F,a23,fma,ma,3,18-05-18,low,807.62,508.1,1942.18,78.74,21230,8736172,3704,no,3.4,4,n
